text,length,words,spam
an invit from lisa freightmart com to be remov from ani futur offer simpli click here for more info click here http xent com mailman listinfo fork,146,27,1
re carnegi interview super friday vinc thank you veri much but i end up find interview for all the time slot paulo ha volunt to interview for hour thank you for suggest hi name kristin vinc j kaminski ect pm to kristin gandi na enron enron cc kevin kindal corp enron enron alex huang corp enron enron paulo issler hou ect ect bob lee na enron enron vinc j kaminski hou ect ect subject re carnegi interview super friday kristin i shall be tie up with the wharton group all day friday i am forward the messag to some member of the research group i hope some of them will be avail vinc p s to the research group can you pleas help kristin enron north america corp from kristin gandi enron pm to alys herasimchuk na enron enron cc vinc j kaminski hou ect ect ann korioth enron commun enron commun terri yamada corp enron enron traci warner enron commun enron commun erik simpson hou ect ect laura howenstin enron commun enron commun sarah wesner enron enronxg subject re carnegi interview super friday okay group it is tuesday and we have heard from no volunt we onli need minut of your time is ani one avail on thi friday to interview pleas help kristin from alys herasimchuk pm to vinc j kaminski hou ect ect ann korioth enron commun enron commun terri yamada corp enron enron traci warner enron commun enron commun erik simpson hou ect ect laura howenstin enron commun enron commun sarah wesner corp enron cc kristin gandi na enron enron subject carnegi interview super friday we have one last group of candid come in for final round interview on friday januari th we need interview for half a day am to am pleas let me know if you can be avail for the entir morn or what time you could be avail am am am am i appreci ani help you can offer in submit name for those who may be abl to interview if you can not thank alys herasimchuk recruit coordin associ analyst program,1869,350,0
re contract agreement habiba look good to me pleasur to work with you vinc habiba bayi enron _ develop pm to vinc j kaminski hou ect ect cc subject re contract agreement hi attach is the draft copi of the agreement for your review i will call lacima in london in the morn to fill in the gap for the name of the book the date they intend to publish it and the name of the person who will sign on their behalf as soon as i get your comment back i will send the copi to david our attorney and copi you as well thank you habiba,523,108,0
re stanford mba interview hi vinc unfortun i have not heard from him he also forward hi resum to mauricio mora who ask if we could interview him when i ask celest about it back then she decid against it if you need some help track him down let me know thank althea vinc j kaminski ect pm to althea gordon na enron enron cc vinc j kaminski hou ect ect subject stanford mba interview althea i wa tri to get in touch with thi guy did he contact you by ani chanc he miss the interview on the campu vinc forward by vinc j kaminski hou ect on pm sead juan j on am to vkamin enron com cc subject stanford mba interview dear vincent as i told you on the phone on friday i am veri interest in a summer internship at enron i would like to point out that i want to pursu a career in trade and i am especi interest in deriv given that enron is a pioneer in the market make of energi broadband and weather deriv i find it a compani i would be most interest in work for i believ that you will find my background of interest to your firm and i hope to be interview by yourself and other colleagu of your i have final exam from march but would be most will to travel to houston for interview ani time from friday march rd onward i hope to hear from you soon best regard juan sead mba class of stanford busi school escondido road apt c stanford ca tel email jsead stanford edu resum juan sead doc,1379,278,0
password secur notic for password renew onli it secur control password secur notic password the key to maintain inform and system secur is the use of well select and guard password becaus your password is our first line of defens stronger password select criteria will soon be implement for all employe password polici password must be at least of eight charact in length must not contain name userid common english dictionari word and begin or end with a number must contain alphanumer charact and contain at least one special charact no more than fifti percent of the overal password can be in english must not be reus or cyclic must be chang everi day must not be publicli display must not be share with other user choos a good password come down to two thing first avoid common everyday word a potenti hacker s softwar will be look for second keep your password simpl enough that you can rememb it without have to write it down pleas keep in mind that the enron code of ethic hold employe respons for password secur it secur control conduct period audit to ensur complianc with compani polici for ani problem encount concern password control pleas call your appropri resolut center avail hr day day week,1207,212,0
re powerisk your invit angelika ye vinc angelika staud on am to vinc j kaminski enron com cc subject re powerisk your invit vinc brilliant thank same sub point same bio best regard angelika staud director ga powerisk tel fax www icbi uk com powerisk origin messag from vinc j kaminski enron com mailto vinc j kaminski enron com sent wednesday april pm to astaud iirltd co uk cc vinc j kaminski enron com subject re powerisk your invit angelika thank for the invit ye i shall be glad to attend and repeat the same present vinc angelika staud on am to vinc j kaminski enron com cc subject powerisk your invit powerisk the global premier forumforenergi trade risk manag th th novemb pari dear mr kaminski i am respons for the programm of thi year s powerisk confer in pari helyett geman ha inform me that she ha contact you concern the workshop and that you are happi to do it with her again thi year brilliant i would like to know if you are also interest in deliv a paper again the audienc in previou year greatli appreci your contribut and i would me more than happi if you could join us again to give you an idea of the programm so far these are the technic topic that are alreadi cover chri strickland forward curv model with jump for the price of exot energi contract multi factor forward curv model for the valuat of energi contract ad jump appli the model to exot energi option extens to multipl energi contract le clewlow valuat and risk manag of virtual power station and ga suppli agreement structur of ga suppli agreement gsa relationship between physic and virtual power station pp vp valuat method for gsa s and vp s risk analysi of gsa s and vp s derek bunn professor of decis scienc london busi school analys the impact of neta on market effici volatil in the uk energi market chri harri director of market develop oper and engin innogi appli cut edg portfolio manag theori in order to optimis your risk exposur establish and valu the key factor use a bottom up approach look at the interconnect between key factor the treatment of the risk of infrequ but high impact event peter nanc princip teknecon combin power system and mont carlo simul for effect price dan mansfeld head of risk control vattenfal assess the benefit and risk of use deriv as part of your risk manag strategi spyro marago analys new approach to build forward curv from avail market data tamara weinert credit and contract manag mirant energi success measur limit set risk reduc structur import of credit in the organiz structur report depend structur of credit depart brett humphrey examin cut edg credit exposur mitig tool combin counterparti and portfolio credit var techniqu helyett geman price of exot energi deriv and structur contract pleas let me know if you are interest in join the powerisk speaker panel and which topic you would like to cover i think that someth along the line of last year s talk state of the art volatil and correl estim techniqu for multipl energi portfolio would be brilliant again but pleas feel free to chose someth els that ha not been cover yet i look forward to hear from you kind regard angelika staud director powerisk tel fax ps for your inform pleas find enclos a list of confirm speaker for powerisk see attach file confirm speaker doc,3262,586,0
to off duti and overtim report oop forgot to attach forward by shirley crenshaw hou ect on am shirley crenshaw am to vasant shanbhogu hou ect ect stinson gibner hou ect ect grant masson hou ect ect amitava dhar corp enron enron maureen raymond hou ect ect kevin kindal corp enron enron kevin g moor hou ect ect osman sezgen hou ee ee elena chilkina corp enron enron cc vinc j kaminski hou ect ect subject to off duti and overtim report attach is the off duti and overtim that wa report to me for the abov pay period you are the onli one in our group that had these report pleas review and if there is an error pleas let me know by next monday the th and i can correct it otherwis we can not correct it until the next pay period thank shirley,741,146,0
the instal of the equip you order is complet automat notif system request ebut kpqew request for vinc j kaminski request by kevin g moor the instal of the equip see below ha been complet in tft flatpanel opal,208,39,0
mid year perform feedback note you will receiv thi messag each time you are select as a review you have been select to particip in the mid year perform manag process by provid meaning feedback on specif employe s that have been identifi for you your feedback play an import role in the perform manag process and your particip is veri critic to the success of enron s perform manag goal pleas provid feedback on the employe s list below by access the perform manag system pep and complet an onlin feedback form as describ in the perform manag quick refer guid you may begin your feedback input immedi pleas have all feedback form complet by the date note below if you have ani question regard pep or your respons in the process pleas call the pep help desk at the follow number in the u s option in europ option in canada canada employe onli or e mail your question to perfmgmt enron com thank you for your particip in thi import process the follow list of employe is a cumul list of all feedback request by oper compani that have an open feedback statu an employe s name will no longer appear onc you have complet the feedback form and select the submit button in pep review group enron feedback due date jun employe name supervisor name date select ahmad anjam dale surbey may zipter rudi c theodor r murphi may,1312,243,0
are you readi to get it hello viagra is the med to struggl with men erectil dysfunct like one joke sai it is strong enouqh for a man but made for a woman order viagra oniin is a veri convini fast and secur way million of peopl do it daiiy to save their privaci and money order here,281,58,1
california updat if you have ani question pleas contact kristin walsh at bridg loan financ bill may not meet their may th deadlin due to lack of support sourc report there will not be a vote regard the author for the bond issuanc bridg loan by the may th deadlin ani possibl for a deal ha reportedli fallen apart accord to sourc both the republican and democrat caucus are turn against davi the democrat caucu is reportedli unwil to fight for davi mani legisl republican and democrat reportedli do not trust davi and express concern that onc the bond are issu to replenish the gener fund davi would doubl dip into the fund clearli there is a lack of good faith between the legislatur and the governor howev it is believ onc davi disclos the detail of the power contract negoti a bond issuanc will take place addit some gener sourc have report that some of the long term power contract as oppos to those still in develop requir that the bond issuanc happen by juli if not the state may be in breach of contract sourc state that if the legislatur doe not pass the bridg loan legisl by may th have a bond issuanc by juli lst will be veri difficult the republican were plan to offer an altern plan wherebi the state would eat the billion cost of power spent to date out of the gener fund therebi decreas the amount of the bond issuanc to approxim billion howev the reportedli now are not go to offer even thi concess sourc report that the republican intend to hold out for full disclosur of the governor s plan for handl the crisi includ the detail and term of all long term contract he ha negoti befor they will support the bond issuanc to go forward current there are two bill deal with the bridg loan ab x and ab x ab x author the dwr to sell up to billion in bond thi bill pass the senat in march but ha stall in the assembl due to a lack of republican support ab x deal with energi conserv program for commun colleg district howev sourc report thi bill may be amend to includ languag relev to the bond sale by senat bowen current in ab x senat bowen s languag state that the state should get paid befor the util from rate payment which if pass would be like to caus a socal bankruptci accord to sourc close to the republican in the legislatur republican do not believ there should be a bridg loan due to money avail in the gener fund for instanc toni strickland ha state that onli of the bond or approxim billion should be issu other republican reportedli do not support issu ani bond the republican intend to bring thi up in debat on monday addit lehman brother reportedli also feel that a bridg loan is unnecessari and there are some indic that lehman may back out of the bridg loan key point of the bridg financ initi loan amount b lender jp morgan b lehman brother b bear stearn m tax exempt portion of the b b is expect to be tax exempt project interest rate taxabl rate tax exempt rate current project blend ir matur date august for more detail pleas contact me at bill sb x pass the senat yesterday but littl can be done at thi time the senat pass sb x yesterday which author billion to creat the california consum power and conserv author the billion author under sb x is not the same as the billion that must be author by the legislatur to pay for power alreadi purchas or the addit amount of bond that must be author to pay for purchas power go forward again the republican are not in support of these author without the detail of the long term power contract the governor ha negoti the republican do not know what the final bond amount is that must be issu and that taxpay will have to pay to support no further action can be taken regard the implement of sb x until it is clarifi how and when the state and the util get paid for purchas power also there is no staff defin purpos etc for the california public power and conserv author howev thi can be consid a victori for consum advoc who began promot thi idea earlier in the crisi socal edison and bankruptci at thi point two event would be like to trigger a socal bankruptci the first would be a legisl reject of the mou between socal and the governor the specifi deadlin for legisl approv of the mou is august th howev some decis will like be made earlier accord to sourc the state ha yet to sign the mou with socal though socal ha sign it the republican are against the mou in it current form and davi and the senat lack the vote need to pass if the legislatur indic that it will not pa the mou socal would like file for voluntari bankruptci or it creditor involuntari due to the lack oper cash the second like trigger event which is link directli to the bond issuanc would be an effort by senat bowen to amend sb x bridg loan state that the dwr would receiv of it payment from ratepay then the util would receiv the residu amount in other word the state will get paid befor the util if thi languag is includ and pass by the legislatur it appear like that socal will like file for bankruptci socal is urg the legislatur to pay both the util and the dwr proportion from rate payment,5048,961,0
re expect tail loss for equiti portfolio everybodi i attach here the equiti portfolio var spreadsheet model version x the improv over the previou version x is that it calcul an addit measur of risk expect tail loss expect tail loss is the expect of the loss under the condit that loss exceed var as you know equiti var model allow you to calcul var for the percentil specifi in the input sheet now you have to click more button on the varinput sheet calcul gamma and delta and fast var isaac pleas run the model to make sure it work for you regard tanya,553,105,0
seismic data via satellit i am prepar a summari or our thursday discuss to be use as a background piec for discuss brainstorm with oil trader i will circul thi for review correct later today or at the latest monday greg you mention that enron had particip in a specul survey in the gulf of mexico that wa success it might be use to get more info on thi term return realiz over what time frame whi we have not continu to do thi etc also from your comment mani if not most of the d survey are in deep water i read recent that shell i believ is particip in a deep sea drill extract project in the gulf what oil price is requir to make these kind of project viabl financi bob lee,675,135,0
re london visit paul i shall be in london in the begin of octob i shall notifi you about the time of my trip later thi week vinc paul e day uk arthurandersen com on pm to vinc j kaminski enron com cc subject re london visit i understand thi ha been cancel no problem life is kind of hectic here anyway whi don t we tri to rearrang next time you re over kind regard paul day to paul e day cc vinc j kaminski enron com shirley crenshaw enron com date from vinc j kaminski enron com subject re london visit paul thank for your messag i am in process of final my plan for the trip to london in the end of septemb i delay respond to you messag till i had more specif inform unless there a major chang in my schedul i shall arriv in london on monday morn septemb and leav on thursday in the even pleas let me know what would be conveni time to meet you can send me an e mail messag and my secretari will contact to confirm the date and place of the meet my assist s name is shirley crenshaw and her phone number is i look forward to meet you tom and julian vinc kaminski paul e day uk arthurandersen com on am to vinc j kaminski hou ect ect cc tom o lewthwait uk arthurandersen com julian leak uk arthurandersen com subject london visit i understand that you will be in london around septemb tom lewthwait ha ask me to arrang a meet between you tom and julian leak i understand that you have met tom and julian befor i would also like to attend i am a manag in our uk financi servic practic with responsibilti for enron from a uk financi servic perspect we would like to discuss ani risk manag concern that you may have and ani intern initi with which we could assist if you are happi to meet on thi basi i would be grate if you could let me know how you to proceed whether i should arrang time with you your secretari someon in london etc you can contact me on at enron s london offic or on thi e mail address kind regard paul day internet email confidenti footer privileg confidenti inform may be contain in thi messag if you are not the addresse indic in thi messag or respons for deliveri of the messag to such person you may not copi or deliv thi messag to anyon in such case you should destroy thi messag and kindli notifi the sender by repli email pleas advis immedi if you or your employ do not consent to internet email for messag of thi kind opinion conclus and other inform in thi messag that do not relat to the offici busi of my firm shall be understood as neither given nor endors by it internet email confidenti footer privileg confidenti inform may be contain in thi messag if you are not the addresse indic in thi messag or respons for deliveri of the messag to such person you may not copi or deliv thi messag to anyon in such case you should destroy thi messag and kindli notifi the sender by repli email pleas advis immedi if you or your employ do not consent to internet email for messag of thi kind opinion conclus and other inform in thi messag that do not relat to the offici busi of my firm shall be understood as neither given nor endors by it,3063,601,0
re real option confer in cambridg leno i d like to give a talk entitl diagrammat represent of real option in enron in which i will give a brief run down of a diagrammat techniqu i have develop for repres real option deal my notat allow origin manag and quant to commun unambigu while still appreci the complex and subtleti of real option i have defin a diagrammat grammar which guarante that the price of the deal follow immedi and automat from the diagram i propos to introduc the symbol and grammar then go on to present some suitabl exampl of diagram if appropri i ll talk about the link with dynam program i will need some guidanc as to how much technic detail i can go into base on the audienc all the best steve enron capit trade resourc corp from leno trigeorgi pm to steven leppard cc vinc j kaminski subject re real option confer in cambridg steve thank for agre to talk i attach the program to see the other speaker and style it is address to a profession autienc pleas give me a suitabl titl for the talk replac kaminski s slot on juli energi session and the detail of your posit thank leno at _ _ steven leppard wrote dear prof trigeorgi vinc kaminski ha suggest that i would be a suitabl speaker at your juli confer in cambridg and i d be happi to come along if requir pleas could you send me appropri detail and the audienc type expect mani thank your sincer steve leppard thconfsess doc leno trigeorgi professor of financ univers of cypru dept of busi kallipoleo po box cy nicosia cypru tel fax,1509,283,0
re latest revis vinc i got the zip version fine thank the onli outstand item relat to the complet refer for your paper the book publish and date i spoke with shirley thi morn and she is trace thi down for me i re read the ga market paper segment on the take or pay contract and correct my oversight by the end of the day i hope to have all the correct that you gave me incorpor in the manuscript we will make them on the galley page of the articl when it arriv thank again for all your help john p s i also spoke with mari joyc she return my earlier call a week ago when i wa tri to ask cindi someth all is well at am you wrote john html version of enron articl vinc see attach file b htm see attach file b htm see attach file b htm see attach file b htm see attach file b htm see attach file b htm see attach file b htm see attach file b htm see attach file b htm john d martin on pm to vkamin enron com cc subject latest revis vinc i have made bold face edit to the attach document i still have two edit to make but am concern that you were not read the most recent version sorri for ani confus but the editor doesn t use the edit function in word so i have end up make edit on new version of the paper i still haven t made the chang regard the take or pay problem i left that paper at home in my briefcas and will make the chang tomorrow morn also i haven t ad anyth regard the conflict that aros over pay for new hire nor have i receiv the busi week e mail from you howev if the paper look ok to mark palmer we can make these minor edit on the galley page of the articl thank john p s i am veri disappoint about the schedul conflict you have on feb rd you will be greatli miss but i certainli understand john d martin carr p collin chair in financ financ depart baylor univers po box waco tx offic fax j _ martin baylor edu web http hsb baylor edu html martinj home html attach convert c window desktop b htm attach convert c window desktop b htm attach convert c window desktop b htm attach convert c window desktop b htm attach convert c window desktop b htm attach convert c window desktop b htm attach convert c window desktop b htm attach convert c window desktop b htm attach convert c window desktop b htm john d martin carr p collin chair in financ financ depart baylor univers po box waco tx offic fax j _ martin baylor edu web http hsb baylor edu html martinj home html,2383,489,0
wharton partnership jeff i am send you a recommend regard our cooper with the wharton school follow my visit with tom piazz in may tom is a corpor relat offic at wharton recommend i am write to you to recommend join the wharton partnership the partnership is an umbrella program establish to coordin wharton school initi for industri academ cooper current the partnership support allianc with approxim compani worldwid the recommend annual contribut by enron is between k k that put us in the top bracket of contribut compani such as ge citigroup goldman sach co intel and mani other the contribut is execut through grant to differ research project that would directli benefit enron the choic of the project is at our discret and can be chang over time depend on the busi need benefit to enron enron can benefit from the partnership by gain advanc access to current academ research significantli increas our presenc and visibl on the campu enhanc our recruit effort take our messag directli to influenti academ who have signific influenc on public opinion gain access to high qualiti execut educ program specif program the partnership function through involv in differ research project i have identifi a few project that will maxim the benefit to enron webi wharton e busi initi thi program provid an umbrella for differ initi in the area of curriculum develop research and corpor engag relat to e commerc main benefit access to e commerc research and enhanc recruit opportun emerg technolog manag research program interdisciplinari program address issu face compani in new market manag intellectu properti particip in emerg technolog select the optim organiz structur benefit to enron access to financi technolog in the area of valuat of intang asset and new form of busi organ risk manag and decis process center develop of techniqu for assess and manag of non tradit risk risk outsid the scope of tradit insur contract and capit market instrument benefit to enron access to new risk manag tool dissemin of inform about our capabl in thi area potenti user of the program at enron my group could coordin the cooper with the risk manag and decis process center greg whalley is a potenti custom for webi sever differ unit of enron can be involv with emerg technolog manag research program vinc,2292,387,0
understand risk and return of an insur portfolio hi vinc i am enclos a report on my thought about risk and return behaviour of an insur portfolio your input on thi will be veri help i have given vasant a copi of thi report and am work with him toward improv thi in the mean time i happen to mention thi idea in a meet with david porter per seks brad blesi and david hoog and there seem to be some interest in understand how thi work in fact david hoog subsequ review thi with me and suggest some chang those chang have been includ in thi report the idea here is simpl and just a start point while it provid a broad pictur on how risk and return will behav at portfolio level i am hope to be abl to relax some of the assumpt to get more realist pictur in near futur look forward to your input sincer amitava,806,161,0
